Ratings ,Title,Reviews,
4,Great Weekend Get Away,"Cute resort with private cottages that's great for a romantic weekend get away to get out of the hustle and bustle of Bay Area life. We visited in April for my husband's 35th birthday. Each cottage is assigned two bikes for the duration of your visit. The property is pretty spread out so they came in handy when needing to get across property quickly if you didn't want to walk or move your car. Our room was well appointed, however, the closet space/storage was tiny (not a huge deal). Room service was blah and we were not impressed. So many great restaurants in the area, we were surprised that the room service food was so bad as it came from the same kitchen as their highly recommend onsite restaurant. My husband also had a massage at the spa which he throughly enjoyed and he said the spa was very nice. Would recommend this place.",
5,Beautiful Place for an outdoor Wedding.,The staff is excellent. The food was tasty. The setting is idyllic. I loved the fact that each room is a private cabin. Attention was paid to every detail. Even the valet parking was excellent. I do not have one thing to complain about except the 100 degree temperature and I don't think I can blame that one them. This is much less commercialized than Napa.,
5,Romantic Anniversary Get Away,"My wife and I wanted to celebrate our wedding anniversary in the California Wine Country. We chose Solage in Calistoga and could not be happier that we did so. The service was professional, courteous and personal. The food (brunch and dinners) was exquisite. And the Spa services bordered on the decadent. We came back relaxed, rejuvenated and very happily in love. Thank you, Solage.",
5,As close to perfect as it gets,"Great experience from start to finish. Prior to our arrival, Jason, one of the concierge, set up an amazing private winery tour(private car, wineries I had requested). The rooms are actually private bungalows, all very private and quiet. Our room was cozy modern and well appointed with free coffee and tea. The spa facilities and treatments were AMAZING! Excellent gym, free fitness classes. All the staff members were friendly and attentive. We are looking forward to returning!",
3,not quite perfect,"This is a fairly nice resort but there were a couple of things they could do to make the place superb.
When I booked the hotel, I made a point of requesting a quiet room as I am a light sleeper and a big part of getting away was to get some R and R. We arrived on our first night after 8 pm and was first led to the wrong area of the resort so after unloading all our bags, we had to load them all up and drive to the right area. We immediately noticed the noise from the highway and I reminded our escort that I had asked for a quiet room. And the young woman helping us seemed to understand and yet, our room was about as close to the main road as possible. As we got in so late and had dinner reservations at the restaurant, we quickly unpacked and had dinner. Our first night sleep was terrible due to the noise from the road so I went to speak to the front desk staff the following day and we were moved much farther from the road which greatly improved our sleep the next two nights. I was grateful they moved us but given I had noted the quiet room request when I booked our stay and also called and reiterated my request, I have to wonder about their attention to detail. This was the only request I made for our stay. I called on our second day to ask about making a long distance call from the room and despite asking and waiting 10 minutes, I was told by the front desk staff member that she wasn't able to find this information for me.
The spa and pool areas are gorgeous and so is the restaurant.
The resort has many positive attributes but it doesn't have the level of service I expect from a first rate property.",
5,Perfect weekend get away,"Solage is a first class weekend retreat in a quiet corner of Napa Valley. I highly recommend this to any visitor. The service is great, the accommodations are relaxing and romantic. The staff treat you as if you are a guest in their home. SolBar service and food are indicative of their Michelin star. We tried a wide variety of dishes and everything was amazing.",
5,Unique property and service exceeded expectations,"The Solage exceeded already-high expectations; would recommend the resort for a unique and memorable stay.

Pros:
---staff is personable and professional; they went out of their way to anticipate and meet requests. We felt welcomed and pampered.
---fun and complimentary mercedes loaner program is just one example of the several one-of-a-kind perks on offer. There is no catch ... just let them copy your driver's license, sign a form, and drive away in one of their on-site vehicles (including a convertible) for a tour around the valley
---the ""suites"" are self-contained cottages with plenty of room; great ground coffee for the coffeemaker and mint water and chocolates at turndown ... and comfortable beds and bedding
---the fitness center is huge and well appointed; the spa is a large multi-building area with its own pool that is more secluded and quiet than the main resort pool. Hotel guests have complimentary access to the spa area (such as the steam room, outdoor showers, and spa pool)
---no extraordinary upcharges / no nickel and diming

Cons:
---the resort and restaurant wouldn't be considered a ""value"" experience ... our breakfast for two at solbar was $75 and the mudslide treatment for two is $220
---the architecture, landscaping, and interior design features/fixtures are similar to an apartment complex in texas ... I'm sure it's intentional, but the minimalist approach doesn't seem to match the high room rates ... and some of the fixtures in the rooms are definitely of lower quality. We even wondered if the resort was originally built as an apartment complex or retirement home but redesigned/reconfigured at some point.
---no sauna in the locker rooms

Tips:
---for restaurants, we enjoyed R+D in yountville and Sushi Mambo in calistoga
---visit blackbird for shopping in town
---make sure you take advantage of the on-site convertible loaner",
5,Great start to a honeymoon!,"Calistoga is such a beautiful place and staying at Solage was a wonderful experience. Loved the separate little living quarters. Very zen, very private. Excellent service. (Awesome coffee to brew in the room.) We loved having the bikes to use and rode into town for breakfast. I would highly recommend!",
5,Wonderful 50th Birthday Celebration,"Everything about this property is special and unique! We love the bikes that you can ride around the property, the spa is beautiful and peaceful and the restaurant is outstanding. It is in a perfect location. Calistoga is nice b/c you are a little bit removed from the business of the Napa Valley.",
5,Amazing,"This hotel has hit the nail on my the head for a quick getaway in the hart of the Napa valley wine country. From amenities to food to bikes so you can get around this beautiful property, this hotel has it all. It is also just minutes from bustling downtown Calistoga.",
5,Great Getaway,"Snagged my daughter for a quick Sunday afternoon/night stay for Mother's Day. Easy drive up the valley with a stop at Chandon in Yountville before cutting over to the Silverado Trail to avoid St. Helena traffic. Arrived in time for pre-spa lunch at Solbar, which never disappoints. Thereafter, we both had great deep tissue massages and then lingered in the spa's warm pools. Rec'd our requested room near the main pool with unobstructed views to the eastern hills. Late-afternoon lap swimming in the deserted 130ft pool, probably because it was a damp and cloudy day. Didn't have time to play bocce ball or use the bikes. Back to the bar at Solbar for oysters and cocktails, followed by a delicious dinner (also at the bar). Great night's sleep in a comfy bed with turndown service (bedside lemon water and chocolates), morning room-made coffee with fresh cream in provided to-go cups, paperless checkout, a quick stop at Bouchon in Yountville for yummy pastries, and then a traffic-free ride back in SF dropping my daughter off at work before noon. It's the perfect 24hr getaway.",
4,When the fog rolls in to our home in Marin,"We roll over to sunny Calistoga and enjoy a few days at Solage. One of the best places in 'Wine country'. Every point of the great great Inn, is only toped by the next. From the rooms to the welcome pool and spa. we always book the one-bedroom Silverado Suite
Perfect for a romantic getaway, a separate living area, fireplace, steam shower and a private outdoor patio with a hot tub.",
5,World class service,"It is difficult to adequately describe the high level of service at Solage. The staff, from waiters to housekeepers to front desk to bell service have been trained by someone extraordinary. Exceptional courtesy and professionalism reign...truly amazing. The chef is also extraordinary, creative but not formal. The rooms are perfect for the semi
rustic contemporary feel at this property and attractively priced for the wine country. Close in pastoral setting, very convenient. Easy to recommend with no worries.",
5,Great getaway with cocktails,One of my most favorite places to grab lunch with visting friends. The accommodations are wonderful and close to town. The pool is so inviting and you won't want to leave. They also provide bikes to ride into town. You will love the town of Calustoga!,
5,Peaceful bliss. Great property and excellent location,"Room is a nice mix of Contemporary California and Luxury.

Linens and mattress are top quality. The individual ""bungalows"" are a nice treat in terms of privacy and serenity. Highly recommended for a couples getaway.

Staff is focused on attention to detail. The front desk, housekeeping and spa all 110% effort. Massage was first rate. The staff at the Spa seemed a little stressed, but ultimately did not ruin the experience.",
5,Intimate perfection of hotel and spa in Napa Valley. Outstanding!,"In Napa Valley, a simple and elegant hotel with exceptional spa facility! Architecture is California "" country""...rooms are in single or double one story farm/ cottage w tin roof. Very large rooms with sliding glass to private patio, paths through gardens to connect to main hotel features like spa, Olympic sized pool, smaller pool just for children and spa pool. By legs are parked by every door to rooms. Restaurant, SolBar, is one of the top in Napa Valley. Breakfast from menu included in price of rooms. Spa rooms and reception all pure, clean white. Sun shines everywhere. Near all the major vineyards and towns for shopping , restaurants. Perfect service from staff. A lovely retreat for my three adult daughters and me on my birthday.",
1,Inexcusable treatment,"I alerted Solage management to my life threatening latex allergy--prior to a facial. I was still exposed--to a massive amount of latex, endured incredible pain, my skin looked & felt like it had been covered in acid. Acute symptoms lasted 2 weeks, I endured emergency hospitalization and ended up with permanent damage to my blood vessels. Cosmetic damage is extensive, ""repairing"" the damage is very expensive & even more painful.

I've been in contact with Solage management & they have not offered anything--not even an apology.",
5,Our go to place for a quick day trip,"We haven't stayed at Solage Calistoga, but this is our go to place for spa treatments and a day trip from San Francisco. We've been trying to book a room, but this needs to be planned ahead of time, as last minute availability is non existent!

Overall, I loved the spa treatments, and the spa itself. The facility is really relaxing. Take a walk around and enjoy the surroundings. I can't wait to come back!",
2,"So close to being perfect... But, it just wasn't.","We went up to Solage Calistoga for a night from the Bay Area to celebrate my wife's birthday and a babymoon. We started out at the pool, which was beautiful and seemed like it'd be a perfect day in the sun. We had a cabana and after being sat and given menus, we waited for 30 minutes before I decided to walk to the other side of the pool to order drinks & food for ourselves (really, I'm not exaggerating - they never came back to ask if we needed anything). Not a big deal, but you'd expect more on a non-busy day at the pool w/ multiple attendants. So I walk up and order; Included in that order was an Iced Tea for my wife, which was never delivered until I went back up to the bar to ask for it (third person I had asked, btw), and this was after we finished our meal (which was ordered at the same time & delivered 15 mins later). I had to walk over to the bar to order my drinks and more food at least 3 more times during the day, so service was an issue... to say the least.

After a day at the pool, we shrugged off the pool experience as just bad luck because the property & room were so great. We went to our dinner at SolBar, which was fantastic. The service was amazing & the tasting menu I ordered was really one of the best meals I've had in Napa.

We woke up the next morning and found out we had no hot water. This was a pretty big let down when we're trying to get ready for Easter Brunch (at SolBar, again) and can't get ready. I'm still not sure if there was an issue with our room, or if the resort simply runs out of hot water from time to time, nobody followed up on the issue. Either way, it was a let down at a resort of this caliber, and no solutions were offered after mentioning it to the front desk.

Solage sent me a link to complete a survey after checking out & I took a long time filling out the highlights & issues we had during our 24 hours at the resort the same evening. I really made an effort to make sure I gave reasonable and constructive feedback. What really surprised me is that I never heard anything back from anyone. I wasn't looking for anything more than someone to say ""hey, when you spend over $1k for one night at our hotel and didn't get hot water in the morning, that sucks and is not up to our standard. We're sorry about that"". I did get another request for a different survey a few days later, but it just left me with a bad taste in my mouth that maybe the bad luck I thought we had with service at the pool was more the standard of the property - and possibly, the great service we had from valet & our server for dinner was the anomaly.

Either way, this place is really, really close to being a perfect place. But when you have so many amazing properties in the area, you shouldn't have service issues (or maintenance) like we had. Sure, it's very possible that we just had bad luck - water heaters go out, I understand that. However, to be allowed to check-out after mentioning no hot water hours before without a simple ""we're sorry about that, is there anything we can do to make you or your 9 month pregnant wife more comfortable? a shower in the spa?"", it just made it seem like they didn't care. When they send multiple requests for surveys and you take the time to respond & they still don't respond, it sort of proved that they didn't care.",
5,Honeymoon!,"My husband and I came here for our honeymoon and it was absolutely wonderful! Exactly what I imagined my honeymoon hotel would be! Amazing pool, awesome car share program, delicious food, and great service!",
1,Huge DISAPPOINTMENT,"My much anticipated visit to Solage was a HUGE disappointment. My daughter and I booked this to celebrate my milestone birthday. Staff is friendly, but service was nothing, but horrendous.
1) did not receive tour of grounds upon check in
2) we scheduled a mudslide and realized we were in WRONG relaxation room when another 2 ladies were getting a tour and we asked if we were in correct area- no - you need to be over there. Our mudslide was not shortened, but impression of service already questionable
3) my daughter's massage was great. Therapist opened the door for better temperature. Her robe was warm & dry. Mine NOT... Fan did not work, towels were not hot and therapist gave me my wet robe ( from mudslide ) to put back on... Really, he couldn't grab a dry warm one?
4) dinner was excellent. First course served right away. Entree about an hour later. They apologized ...
5) morning- daughter waited 45 min for ice
6)after waiting for someone to check me out and note I would return robe upon leaving, I told attendant how awful our service had been and we were NOT IMPRESSED. We went to mineral pool to relax and have lunch
7) just when I thought service couldn't be any worse, we waited 45 min for lunch to be served only to receive half of the order (taco) with sauce. It was ordered WITHOUT sauce and my daughter never received her shrimp cup. Never received an apology for this
8) upon returning robe to registration, I told them about lunch. Attendant said manager was trying to get a hold of me. Really ? How? It is now 3 hours later and no phone call or email. He did come out and apologized for our very horrible experiences with lack of service
9) special occasion ? Nothing was followed up for my birthday
10) DON'T go to Solage. Much better and more positive experiences at so many more spas",
5,"As peaceful,soothing and active as you want it to be","Nicely appointed individual cottages, with sufficient distance and arranged to feel very independent, yet close enough not to feel too lonely. Great beds, spacious rooms, and great food (One Star Michelin), and nice spa with a really soothing hot, mineral water pool. 2 bicycles included with each room. Well appointed Gym, with some training included. The town and vineyards, close by and safe to ride the bikes.",
4,"Serenity, a piece of heaven","Had lunch here with a group of friends in between wine tasting. What a lovely and peaceful place to chill. The fare was delicious in true California style, service attentive and overall experience delightful. I'd love an opportunity to spend a few days relaxing on the grounds of this hideaway.",
4,Last visit a bit off,"Great hotel and spa. Really enjoyed our stay here. The spa is very relaxing. The masseurs and the staff are very friendly. We have been here multiple times but our last visit was a bit off. There were two older couples near the pool that very putting back a few too many. They started berating the poor waiter/attendant. Just very rude and trashy. I was surprised the waiter and the management put up with that kind of attitude and classless guests, especially at a place that's trying to cultivate a high end, zen type setting.",
5,"Solace softened, satiated and soothed me.","Solage. OMG, what an amazing place. I love Calistoga and have stayed in most of the hotels/resorts and had sucked up most of what it has to offer.
The service is top notch on the top shelf.
The bar is amazing. The pools are amazing. The massage is probably the best I have ever had. Yes, it was amazing!
We stayed in one of the cabins and couldn't think of one thing to complain about.
And we tried, oh we tried, but we couldn't stop being amazed.
Drop some cash, relax and soak up Solage.
I wish I were there right now.
It is amazing.",
4,Napa Beyond the Glass,Very comfortable resort & restaurant. Inside - outside dining. When eating inside most of the external wall opens getting a feeling of being outside. Green Asparagus Soup is wonderful as is the Seared Yellowfin Tuna. Also try the Wolfe Ranch Quail.,
5,Absolutely unparralled luxury experience without a hint of pretension.,"This is a heart warming and stunning spot, charming and familiar with a slightly residential feel... the rooms feel like small homes, and are glorious for relaxing, romance, or as a break between the endless swimming, activities, or world class spa experiences they have to offer. I highly recommend the mudslide.... it's a fun and interactive experience to do with your partner, and it takes you into some really unexpected places, like the vibrating sound chair at the end (which is likely the most relaxed I have ever been). It's a perfect spot to explore the entire region, whether Napa, Sonoma, or further afield.... but you're not going to want to go anywhere, and I sort of suggest you let the wine come to you. Solbar is obviously world class, and the room service at Solage is executed shockingly well... really friendly service, but perfectly delivered food. Their breakfast is far too much fun while lingering on the beautiful patio chairs outside your room, staring at the gorgeous landscape and grounds. There's wonderful privacy, and it's a very modest and intimate experience, unlike some luxury resorts that have people gawking at each other. The spa pool is also cell phone free zone, and people are generally quiet and respectful.... it seems they are doing a good job making sure the bachelorette parties end up at the main pool. This is definitely a home away from home for us, and although there are some luxurious, world class resorts nearby that we also love, we have a feeling we won't return to those, again and again, like we will to Solage. =) Thanks all!! We love you!",
5,Unsurpassed,"Just returned from a glorious long weekend at Solage, and our cross country trip and 2-hour drive from SFO was well worth the effort. The grounds are lovely and thoughtfully landscaped. Our room was spotless, relaxing and so well appointed that we didn't mind whiling away a rainy afternoon inside. Once outdoors, we adored the well situated and pristine Olympic-length pool for peaceful exercise, and the spa for soothing treatment. And the service! We were literally pondering a need for additional creamer for the next day's coffee when we heard a gentle knock on the door. Outside, a staffer stood with creamer. The staff was friendly, professional and focused on our needs. I yearn to return!",
5,Perfect Wine Country retreat,"I spent a weekend at Solage resort during a wet and cold January visit to the San Francisco Bay Area. It was just what I expected a first class spa and resort in wine country to be! After moving to Hawaii last year, I was (chuckle) missing the cold California winter weather. Even though the weather was rainy and cold, I got to experience the beautiful nature all around the resort and the warm healing waters of the spa. The classes offered for meditation and yoga were an added relaxation treat. The staff was phenomenally friendly and helpful. Really got to experience the true wine country through Solage. I would return in a heartbeat!",
5,Annual girls trip,"I love Solage! This hotel has it all! The spa is top notch with wonderful treatments. I recommend having their signature mudslide treatment with a friend/partner. They have a wonderful spa boutique with workout clothes and bathing suits. We love lounging at the pool and having some good drinks. They also have a great gym with a lot of classes to take. You can't go wrong with Solbar- delicious food. The cottages are so cute and comfortable. Love that they all have a patio and bikes to cruise around on. Your not far from restaurants, wineries and shops but still away from it all for some peace and quiet. Love it here.",
5,Wine Tasting!,"This hotel is amazing and the service is over the top! We checked in and our rooms and where not ready so we sat outside for lunch and the 4 of us had the best lunch. I had the fried chicken sandwich so good! So they brought our keys to our room and we got a king fire place room and it was so beautiful inside and the bed was so comfortable . A great view out our patio doors and later went to dinner in the hotel restaurant and another great meal, and I had pork chop it was so perfectly cook and great service again.... We will be back for sure!",
4,A great dog friendly retreat in Napa,"This last (Valentine's day) weekend we took a short 2-day break at Solage in Calistoga.

Not being able to obtain a sitter for our 2 senior dogs we took them with us, we all had a great time!

The resort is dog friendly, providing beds, treats and bowls for the pups ...

We choose the Silverado Suite (which is the top room category) as it has a completely
fenced in yard, which is great for allowing your dogs to safely and securely go outside
when they want to.

You can also bring them with you to the Solbar restaurant (outside seating only) if you
want to dine with your pups ...

The resort is very relaxing and is located a short walk (10-15mins) from downtown
Calistoga if you want to walk into town with your pooches...

dont forget to bring dogfood and poopbags as there are none available locally with
Fideaux in St Helena probably being the closest dog store to the resort.

Another tip, get off of Rt 29 asap (Trancas St in Napa or Oak Knoll Ave) and get onto Silverado Trail ... its much nicer and less traffic too!",
5,Luxury in the heart of Calistoga,"Solage has it all, it's an ultra luxurious, modern and chic hotel surrounded by the beauty of Calistoga. It's so romantic! The fireplaces throughout the property, the twinkling lights, the beautiful palm tress, luxurious room with breathtaking views all make this place truly exceptional. I love the privacy aspect of it, the rooms are more like little bungalows all a few feet apart from one another. What truly made our experience unforgettable however was our amazing sommelier MORITZ. After dinner at the Michelin starred SolBar, we wanted to cap off the day with a nice bottle of wine by the fireplace outside. We ordered a bottle of wine suggested by Moritz, but he didn't just bring the wine, he created the most romantic evening for us. He brought us blankets, turned up the flames on the fireplace and even took pictures for us. We sat fireside under the stars with our blankets sipping on a delicious wine. What a memorable evening. We can't wait to go back to Solage for the luxurious romantic experience again!",
4,very relaxing,"Very nice day at Solage, thank you Jasmine! We wanted to enjoy the day at solage, but we were not certain what to choose, as there is so much to choose from. Jasmine helped us to plan an amazing day! We came early to enjoy the fabulous 90+ degree mineral pool, than off to a couples massage. BEST MASSAGE I EVER HAD. LAURIE IS AMAZING! After our massage we enjoyed the couples mudslide treatment...so nice and relaxing...our spa person, Mary was the sweetest, nicest gal ever. We felt very comfortable and not rushed at all. The heated flooring is as very nice plus! We enjoyed unseasonable beautiful weather, but even if it was cold, I think our experience would have been just as nice. The reason I give Solage a rating of four out of five, is due to the noise level, we did here motorcycles driving by now and again. Also, the only fruit was a bowl of apples in the locker room. Having other fruit bowls scattered around the spa would have been nice to have. I have been to other spas where they offer, cookies, nuts, bananas etc...OUTSTANDING SERVICE & SERVICES. We can't wait to go back!",
4,Amazing Pool & Spa,"Really enjoyed our visit here to relax for the most part. The pools are not crowed during the week. All the staff were really nice. My husband enjoyed taking the Mercedes sports car out for spin (free for four hours). Food is a little rich for a spa.

There are construction noises coming from across the street where the Four Seasons is building a huge new resort with several swimming pools over the next year or two. Construction started at 7am with beeping noises and went until 7pm the night we were there. They need to put in more loud waterfalls or something to drown out the sounds until the new hotel is completed.

A perfect place to relax when things are quiet.",
5,Another visit and Solage still shines,"Made a last minute reservation through the hotel for a low season Thursday night stay. The rooms that I previously reviewed near the main pool weren't available; however, we were able to stay in Calistoga King #41 (previously called a Vega King), a row behind those that I especially like (46, 47, 48, 49). #41 is still quite private and quiet, if slightly farther from the main pool. The cottage itself was great as usual, and it was very relaxing to spend time in the spa are and warm pools the evening of our arrival. As we were in our spa robes and didn't want to go into Solbar--although we probably could have--we sat outside near the fire and had a glass of wine. The bar/restaurant manager brought us wool blankets; a nice touch given that it looked like it would rain and was on the cool side. Some complimentary snacks came with the wine.

The beds remain very comfortable, and the heat/AC and ceiling fan are very easy to operate. I did not reserve a room with a fireplace, as our stay was going to be too short to enjoy that, and I knew that we would instead use the spa facilities and enjoy the various fireplaces on the property. Freshly ground coffee, both caf and decaf, as well as a carafe of half & half in the fridge made for a pleasant morning gazing out at the hillside.

As a swimmer, the main pool is unbeatable and unusual for a hotel/resort. Not quite Olympic length (130 feet) and a workout worthy temperature of 80-81 (I carry a pool thermometer) on a cool and rainy day. Deep enough to do flip-turns, and lane lines on the bottom. Plenty of fluffy towels poolside. There is separate jacuzzi at one end.

We had a pre-checkout brunch at Solbar, which had been reconfigured since my last visit. Great food and service. A serene ambiance, but not stuffy.

Back in SF a hour and half later, feeling like we had been on a vacation; it had been less than 24 hours. Perfect.

I still highly recommend Solage and Solbar. Everyone was very welcoming and accommodating, and it's a great getaway from San Francisco, even just for one night.",
5,2nd Trip Just as Great as the First,"We just got back from our second trip to Solage and are already planning to go back. There's just something about how peaceful the resort is and we loved that the pool/mineral pool/hot tubs are open year round. This trip we utilized the gym and mind body studio, both of which were excellent. Jensen taught a wonderful and refreshing yoga class. Customer service was again excellent.",
5,I love the Solage,"I love the Solage Calistoga. The property is beautiful, I love the ""rooms"" (many are individual bungalows), the spa is wonderful and the restaurant creates delicious dishes. Whenever we stay we rarely leave the property. We have spent the last two New Years' here and it's been a wonderful way to usher in the new year.",
5,Amazing Stay,"We found this hotel through Jetsetter and had an incredible and relaxing stay last spring. We feel it would be worthwhile to pay full price and go back! We still look at each other sometimes on a cold and/or tiring day and say, ""Remember Solage?""

Every room at Solage is its own little private hut. Ours was set up like a studio with a huge king bed, beautiful rain/spa shower, and a private patio. We enjoyed sitting out on our patio and having morning coffee or tea.

We booked the mudslide spa treatment and highly recommend it! You choose an essential oil and have a bucket of ""mud"" made to your liking, and then you apply it to yourself in a warm room. You leave with your skin feeling amazing and so relaxed. We also enjoyed the thermal pool after our treatments.

The customer service was amazing, and the staff remembers you and is so friendly. We loved the food as well. I still remember eating gigantic, fresh cherries for breakfast + getting a massive veggie quinoa skillet. There is also drink and snack service by the main pool.

Downsides are Calistoga is a bit farther north from the ""main"" wine country, if that's what you're seeking. We mostly visited smaller wineries and also drove up to Healdsburg/Sonoma for the day. I also think the downtown Calistoga is a bit small and has a more limited restaurant selection. If you stay here, you are doing it more for the property and amenities and need to be willing to travel for some of your tastings, depending where you want to go.",
5,Luxury and peace,"This is the place to stay in Calistoga. If you want to retreat for a while there's nothing like this place as it's surrounded by beautiful fields, a nearby hill that gives you a stunning view of the Valley, a staff committed to provide the best possible service ever. Food is memorable, the restaurant bar is beautiful and cozy. It's really great, you'll enjoy it without a doubt.",
5,First at the hotel,"I've been here several times just for the spa for the day. They have excellent massage therapists here and the spa is gorgeous. I love the hot pools too. This time we stayed for NY's eve weekend and the rooms are perfect - not too over the top, quiet, luxurious in their simplicity, great beds, showers, fast free password free wi-fi and private. Had brunch at Solbar and it was delicious.",
5,Wine Country's Finest,"Just returned from our 5th year at Solage for Xmas...and it only gets better.
The restaurant has been refiured. More bar space and added private dining areas. The Spa has been remodelled and it even more elegant than ever...not to mention the wonderful varieties of pools ( from 96 degrees to 106 degrees) with co-ed pool and clothing optional pools for men and for women. Massage price has gone up but is for a longer time.
The staff at this place is so helpful and friendly. Food at Sol Bar (their restaurant) deserves that Michelin star too.
Bike to town (everyone gets a bike) or walk to town (approx 1 mile) which is what we did to watch the Warriors game downtown at a big screen. The pet-friendliness is wonderful too (they get theoir own bed, feeding bowls and treats).
This place is spectacular.",
4,Nice retreat for a couple,"My wife and I stayed here one night before a wedding in Napa. The resort is very nice and the staff is friendly. You get around by riding bikes, so you better be physically able to ride a bike. The pool is not very crowded during the morning. The gym is nice.",
5,Romantic getaway,Amazing place. Relaxing and beautiful. Great service. Rooms are sophisticated with beautiful attention to details. Comfortable beds. Nice location. Visited nearby Castello di Amorosa winery which was also spectacular .,
5,Wine and bath heaven,"Perfectly nestled in the heart of wine country this spa resort is complete with thermal baths and complimentary bikes to enhance your stay and play experience.
It is one at the top of my list to return to very soon. Enjoying sipping on wine and watching the spectacular sun set over the mountain top all the while oxygenating.",
5,"Top notch spa, and bungalows in wine country","We stayed here for a night to get away from the city. Each room is detached, with luxurious bed linens, soaps, and furnishings. Both the main pool and spa pool are beautiful, and the entire grounds perfectly manicured. All of the staff seemed genuinely friendly and concerned that we were enjoying ourselves. We did mud baths, which included a scrub treatment, and nap in a zero gravity chair. The spa facilities are gorgeous, and a treatment is a must.

Tip: Ask for a room close to the amenities, we were about a 5 minute walk away. Also, I highly recommend the $50 option for breakfast if it's available - you can order as many items as you want until 11 am (a good, or a bad thing!).

We had dinner at the restaurant, which was good but didn't totally blow my mind. My entree was rather salty. However, to be on the premises and be able to walk home after dinner is great.",
5,"Location, Cuisine and Comfort","Solage Calistoga is one of my favorite hotels in the CA wine country. Chic, comfortable, very friendly, delicious cuisine, luxurious spa and best pool for anyone who likes to swim for exercise. I can't say enough positive things about this property",
5,Best spa in Wine Country!,Incredible spa vacation in beautiful California Wine Country! The staff and accommodations were way above all of our expectations! Everything about the Solage is high end. Travelled all over California Wine Country and the Solage in Calistoga blows them all away!,
4,Spa afternoon,"My friend gave me a spa pass and I truly enjoyed myself here. First they couldn't find my pass, so I went to wait at Solbar. Unfortunately their system for people who aren't staying in the hotel is poor. Once I ordered, I had to get out of pool twice asked for credit card to pay for my food/beverage. Why they can't just keep your card on file at the front desk? Also the employee couldn't spell my name and it took 20 minutes to get a coffee. Slightly out of sync place. Fancy, but service is just a-ok.",
4,Enjoyable...,"My wife and I stayed at Solage in February 2015. We had a great experience. The Mercedes program and restaurant (Solbar) are what sets this resort apart from the rest, and I must say the level of service was exceptional.

Pro's: In my opinion, great service really can make a stay much more enjoyable, and the staff at Solage did a great job. We did not come across one employee that was not attentive and polite.The restaurant is awesome, both for dinner and breakfast. We had breakfast included in our package and they really do a nice job. French pressed coffee, great menu options and of course, their famous doughnuts. You will not leave hungry as the portions are hearty. It is a Michelin rated restaurant and it certainly lived up to the reputation. At dinner I ordered the braised short rib with polenta and it was phenomenal. Our server was outstanding, unfortunately, I cannot remember his name (we put in a good word with his manager) but he was attentive, funny and made a great wine selection for us. There are numerous hiking trails in the area that made for a good way to get moving outdoors, if hiking is not your thing the pool is large enough to get a good swim in and has a large hot tub. Bocce ball was a nice touch as well.

Now the cars: For our entire stay we had access to a $140K Mercedes SL. There is nothing like driving through Napa with the top down in a car like this. We had a blast. At night we took the SUV out to dinner in Calistoga. To me this was the best ammenity Solage offered. The bikes a great, dont get me wrong, but the cars just take the cake. Being that it was the slow season, they were not too strict about us returning the cars on time and we used the SL day and night for 4 days straight. One day they let us park it by our room because we were going to Napa for dinner that night. Awesome.

Cons: The rooms were basic. Very comfortable and clean but for the price point these rooms are offered at, I expected a little more. If you are looking for luxury, you will not find it in the rooms, rather you will get a neat and clean cottage feel. Not a big deal, as the vibe here really isnt supposed to be luxurious, its more of a contemporary laid back feel. The spa left alot to be desired, we were rushed through each phase of our spa treaments and it is pretty much impossible to enjoy yourself when you know the staff wants to hurry you through. If I could have done it over again I would have cancelled my appointment, as it was more stressful than relaxing.

Overall it was a great experience, due to the access to the cars, the staff and the restaurant. If we did not have the access to their fleet I would have ranked Solage with one less star. The Mercedes program really is a fantastic service that cant be beat. I am not sure if I would stay again simply because for the price point I think you can find a little more bang for your buck, however I am pleased that we stayed at Solage.",
5,The perfect getaway,"Solage Calistoga was the perfect girlfriends getaway. Relaxed luxury in a most beautiful setting. We had our own cottage complete with bicycles and fireplace. Although perfect for romance, it was also an ideal setting for couples, girlfriends getaways and family retreats. The resort's Michelin Star restaurant did not disappoint. I had the absolute best chicken dish of my life. Truly -- the best! But all of the food was fresh and delicious. The spa is a must -- ask for massage therapist John M.! I didn't get to experience the mud wrap, but other guests raved about it.
We were impressed to see the hotel's General Manager often checking up on guests with a genuine smile and gracious hospitality. We want to go back next year!",
5,Didn't Want to Leave,"This is by far my most favorite place I've stayed in California. Living in the bay area, I visit the wine country often. Solage does it just right. The room was perfect; quiet, clean, full of amenities, great shower, comfortable bed, private. The restaurant was great - everything from the service to the food was top notch. We enjoyed massages at the spa and then floated around in the heated mineral pool afterwards after a day of wine tasting. I mean, it just does't get better than that. The staff here goes out of their way to anticipate and meet your every need. We can't wait to return.",
5,A memorable anniversary,"Recently stayed at the Solage Calistoga for our anniversary. The property was beautiful, the room was incredible and we loved having the fireplace by the bed.
We enjoyed hanging out by the pool and had the most incredible, memorable meal ever at Solbar. The food & wine we enjoyed here are so far unmatched in our book. Absolutely amazing. Hands down the top of our list.
Looking forward to returning as soon as possible.",
